Molecule	Hydrogen	Deuterium	Methane	Water	Acetylene	Carbon monoxide	Ethylene	Ethane	Oxygen	Argon	Cyclopropene	Allene	Propyne	Propene	Carbon dioxide	Propane	Ethanol	1,3-Butadiyne	1-Buten-3-yne	1,3-Butadiene	1-Butyne	2-Butyne
Cycle_1	0.0001621882353910405	2.7898905989638165e-06	0.0	0.0024980796810236917	0.0	0.020511466359771476	0.0	0.0010464061833529348	0.003921956564658113	1.0099588413584812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014534662119588417	0.0
Cycle_2	0.00015812181597714902	2.4877983774314177e-06	0.0	0.002689640979527001	0.0	0.02193335527328072	0.0	0.001147297322260377	0.0043420629219151265	1.0105308004686293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012922497316900433	0.0
Cycle_3	0.00016074475343175862	2.7279977344941294e-06	0.0	0.0027848014930306826	0.0	0.0196833868722823	0.0	0.0009825326766288102	0.0038306130077046495	1.0103889746099946	0.0	0.0	0.0	0.0	0.0	1.1020264033573828e-05	0.0	0.0	0.0	0.0	0.00015042215172127543	0.0
Cycle_4	0.00015846375766103435	3.031848214023773e-06	0.0	0.0029421494199497614	0.0	0.019633106393323642	0.0	0.0010086286779758965	0.003972157684516463	1.0104087091223013	0.0	0.0	0.0	0.0	0.0	1.0777731914168611e-05	0.0	0.0	0.0	0.0	0.0001552936865262982	0.0
Cycle_5	0.00015964784782948347	3.1862352182538364e-06	0.0	0.0030977307592437954	0.0	0.020657487632117347	0.0	0.0011090216225187572	0.003876632404966411	1.0103106708812868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013852121804571702	0.0
Cycle_6	0.00015465306399040313	2.8820579354728776e-06	0.0	0.0032745477119255355	0.0	0.0184185041673576	0.0	0.0009371812630251196	0.003715193887748384	1.0102802508438498	0.0	0.0	0.0	0.0	0.0	5.944558388271785e-05	0.0	0.0	0.0	0.0	0.00016243465134622217	0.0
Cycle_7	0.00015524675153130496	2.501276031440553e-06	0.0	0.003464731554977359	0.0	0.01927915251853039	0.0	0.001006173558196209	0.003754202171357648	1.0102143518034183	0.0	0.0	0.0	0.0	0.0	5.489660108310811e-05	0.0	0.0	0.0	0.0	0.0001464139439412063	0.0
Cycle_8	0.00015971261235265614	2.1334359800521152e-06	0.0	0.0035258433275134806	0.0	0.018620632988843106	0.0	0.0009433896312380801	0.0037395034109040546	1.0101827308354352	0.0	0.0	0.0	0.0	0.0	8.426798050183592e-05	0.0	0.0	0.0	0.0	0.00014873246948588013	0.0
Cycle_9	0.00015702789965129293	2.551596114279512e-06	0.0	0.0036217193655143577	0.0	0.0186189850310956	0.0	0.000982938620223232	0.003804672616814707	1.0103432626947404	0.0	0.0	0.0	0.0	0.0	8.804180190353116e-05	0.0	0.0	0.0	0.0	0.00014969140766417287	0.0
Cycle_10	0.00015678421156517183	3.5627098921609482e-06	0.0	0.00372428023276434	0.0	0.01860583946970963	0.0	0.0009504274801096895	0.003499551834107195	1.0104267812410719	0.0	0.0	0.0	0.0	0.0	0.00010295251605824182	0.0	0.0	0.0	0.0	0.00014610362008205528	0.0
Cycle_11	0.0001603203395239587	2.62984221657158e-06	0.0	0.0037418713221561133	0.0	0.01727118703124216	0.0	0.0008442203978312959	0.0034508767774522014	1.0102358119798027	0.0	0.0	0.0	0.0	0.0	0.0001362022127536632	0.0	0.0	0.0	0.0	0.00015261284976761367	0.0
Cycle_12	0.0001608943541869992	2.9376969063895253e-06	0.0	0.0037524018559386323	0.0	0.016029514990711227	0.0	0.0007039492870899735	0.003092015267875295	1.0102788060028616	0.0	0.0	0.0	0.0	0.0	0.00016896645133946368	0.0	0.0	0.0	0.0	0.00016394046958130977	0.0
Cycle_13	0.00016121209956879376	2.712602272353389e-06	0.0	0.003771617966221727	0.0	0.014712649593365795	0.0	0.0006223103229476444	0.003005764286010819	1.0103079052289567	0.0	0.0	0.0	0.0	0.0	0.00019225031026050344	0.0	0.0	0.0	0.0	0.00017131950731793898	0.0
Cycle_14	0.00015894759843520647	2.684206983454049e-06	0.0	0.003800891545223409	0.0	0.01623082792302998	0.0	0.0007578552076391396	0.0032156353620531736	1.0103195753676866	0.0	0.0	0.0	0.0	0.0	0.00015238701663336897	0.0	0.0	0.0	0.0	0.00016153913464573275	0.0
Cycle_15	0.0001582039304164105	2.0248110493285266e-06	0.0	0.0038446537098665314	0.0	0.014968764799997777	0.0	0.0006613331229954022	0.0029335630006859592	1.0104001870627801	0.0	0.0	0.0	0.0	0.0	0.00018013255596497672	0.0	0.0	0.0	0.0	0.00016308496971508368	0.0
Cycle_16	0.00015927800746686545	3.1238837175532218e-06	0.0	0.003789189848075478	0.0	0.014692589678681681	0.0	0.00058963851454521	0.0028623724903999786	1.0102097814863173	0.0	0.0	0.0	0.0	0.0	0.00018730791606865228	0.0	0.0	0.0	0.0	0.0001812721464659114	0.0
Cycle_17	0.0001614782275939868	3.0261456961866855e-06	0.0	0.003836450255865266	0.0	0.013452731423507391	0.0	0.0005618048121327798	0.0029562010185235073	1.0102885416925869	0.0	0.0	0.0	0.0	0.0	0.00020076943228196966	0.0	0.0	0.0	0.0	0.00017964692578077788	0.0
Cycle_18	0.0001592476706687374	2.4865476332054683e-06	0.0	0.0038670299105107	0.0	0.014748183599242489	0.0	0.0006499011554993926	0.0029000780248959112	1.010180932319208	0.0	0.0	0.0	0.0	0.0	0.00017024684333507396	0.0	0.0	0.0	0.0	0.00017252050341906038	0.0
Cycle_19	0.0001605670982449898	2.428767779337539e-06	0.0	0.003880370739695062	0.0	0.012820747274684975	0.0	0.0004989153394160343	0.0026075760800306283	1.010277383425568	0.0	0.0	0.0	0.0	0.0	0.0002113222153713114	0.0	0.0	0.0	0.0	0.00018401671723667045	0.0
Cycle_20	0.00016299700342780298	2.3603931125300036e-06	0.0	0.003918678720977293	0.0	0.012844656029478863	0.0	0.00047220869592386785	0.002557999614304208	1.0103092666069036	0.0	0.0	0.0	0.0	0.0	0.0002129824347316174	0.0	0.0	0.0	0.0	0.00018824594063439332	0.0
Cycle_21	0.00016400515137582393	2.636533276486524e-06	0.0	0.0038802422410852177	0.0	0.014034421700586618	0.0	0.0005974756504101803	0.0028107267712577013	1.0103237199695891	0.0	0.0	0.0	0.0	0.0	0.00017731446423927493	0.0	0.0	0.0	0.0	0.00018057000968618804	0.0
Cycle_22	0.00016148377348660498	3.0986077525858538e-06	0.0	0.0038925477081624394	0.0	0.014449394274514655	0.0	0.0005838671763237253	0.0025523017375095915	1.0101782171044942	0.0	0.0	0.0	0.0	0.0	0.0001674011764457672	0.0	0.0	0.0	0.0	0.00018574724650413535	0.0
Cycle_23	0.0001602598952015568	2.5408104257796116e-06	0.0	0.0039050262699607996	0.0	0.014408300959243461	0.0	0.0005863333025403974	0.002688119030170913	1.0100760855080546	0.0	0.0	0.0	0.0	0.0	0.00016275453590030285	0.0	0.0	0.0	0.0	0.00018529226183483519	0.0
Cycle_24	0.00016174973626493038	2.8995779489365277e-06	0.0	0.0038600906261679556	0.0	0.014495532865326281	0.0	0.0006502033386932704	0.0027339525020341816	1.0101249041103997	0.0	0.0	0.0	0.0	0.0	0.00014893426570947152	0.0	0.0	0.0	0.0	0.00018537364221497037	0.0
Cycle_25	0.00016071592203883682	2.4032195862478726e-06	0.0	0.0038779062994932284	0.0	0.012886844132054858	0.0	0.0005016187157123147	0.0027338014134685195	1.0100952477372371	0.0	0.0	0.0	0.0	0.0	0.00018795177989184954	0.0	0.0	0.0	0.0	0.00018824988164917406	0.0
Cycle_26	0.00016291920940243235	3.0183759512135326e-06	0.0	0.0038440329690719688	0.0	0.013567420006763326	0.0	0.0004953060908347254	0.0027190002440389974	1.0100986441542685	0.0	0.0	0.0	0.0	0.0	0.00017790822843135234	0.0	0.0	0.0	0.0	0.00019375564127460746	0.0
Cycle_27	0.00016332538073388954	2.9068624649420767e-06	0.0	0.003848493136766903	0.0	0.012801169736031884	0.0	0.000502706446463551	0.002751691764245215	1.010124011742211	0.0	0.0	0.0	0.0	0.0	0.00018136894452437853	0.0	0.0	0.0	0.0	0.00019624435341623208	0.0
Cycle_28	0.0001586961679644548	2.8418486650443937e-06	0.0	0.0038186595829202553	0.0	0.012044126433854436	0.0	0.00044772657683844844	0.002538251887218753	1.0100248612364267	0.0	0.0	0.0	0.0	0.0	0.00019370105933151594	0.0	0.0	0.0	0.0	0.0001992110782278364	0.0
Cycle_29	0.00015933754646131547	2.5956632669606983e-06	0.0	0.003837207844797729	0.0	0.012855571908656384	0.0	0.0004980759821417652	0.0027123240841210833	1.0101981140250245	0.0	0.0	0.0	0.0	0.0	0.0001803355846701495	0.0	0.0	0.0	0.0	0.00019928265748094784	0.0
Cycle_30	0.0001634634707187027	2.9542602275326517e-06	0.0	0.0037839953132176164	0.0	0.012685837961715477	0.0	0.0005018842200765529	0.0025633797887747414	1.0100709106613879	0.0	0.0	0.0	0.0	0.0	0.00017523461138484314	0.0	0.0	0.0	0.0	0.00019849904485564013	0.0
Cycle_31	0.00016185904808872873	3.1768288330323386e-06	0.0	0.0037699149135524764	0.0	0.012490794237492872	0.0	0.0004273528778248202	0.0025749087397009688	1.0100944771861322	0.0	0.0	0.0	0.0	0.0	0.00018969365502425646	0.0	0.0	0.0	0.0	0.0002074819290554051	0.0
Cycle_32	0.00015955590659365637	2.7624264001350684e-06	0.0	0.003743726079622123	0.0	0.012301508320933081	0.0	0.0003858302290192481	0.002319065176755061	1.0097858039954422	0.0	0.0	0.0	0.0	0.0	0.0001862274301821167	0.0	0.0	0.0	0.0	0.0002201803669625734	0.0
Cycle_33	0.00016138323145491385	2.5986629153945306e-06	0.0	0.003717940766263554	0.0	0.014279678149302375	0.0	0.0005316589294317867	0.002375128268445409	1.0100414769224597	0.0	0.0	0.0	0.0	0.0	0.00014977894804523267	0.0	0.0	0.0	0.0	0.0002058667662381356	0.0
Cycle_34	0.00016420408749078574	2.9801533899502804e-06	0.0	0.003701070551080127	0.0	0.013204547325030562	0.0	0.00045757440309123306	0.002332681821016355	1.009991114102054	0.0	0.0	0.0	0.0	0.0	0.00016987229497827258	0.0	0.0	0.0	0.0	0.00021340426066011385	0.0
Cycle_35	0.00015879614021986166	2.9696527680684478e-06	0.0	0.0036908350721201856	0.0	0.014396060482308473	0.0	0.0005285346111707379	0.002408053448127114	1.010117102686986	0.0	0.0	0.0	0.0	0.0	0.00014791261407336542	0.0	0.0	0.0	0.0	0.00020362974171847425	0.0
Cycle_36	0.00016299838477712574	3.018875795190361e-06	0.0	0.003665307702388027	0.0	0.012149268450869126	0.0	0.0003875899581413517	0.0024548953285288945	1.0099975006800965	0.0	0.0	0.0	0.0	0.0	0.00018785676894523236	0.0	0.0	0.0	0.0	0.00022158039256494727	0.0
Cycle_37	0.00016033353733799945	2.547964502951885e-06	0.0	0.0036647651597190535	0.0	0.011794505522147758	0.0	0.0003739662712643165	0.0024369867682823058	1.0101199548006747	0.0	0.0	0.0	0.0	0.0	0.00018820806198290637	0.0	0.0	0.0	0.0	0.0002149344705432181	0.0
Cycle_38	0.00016136803180681606	3.2366086780626982e-06	0.0	0.003632863950913481	0.0	0.012783517774206036	0.0	0.0004430616197184764	0.0024424561306261804	1.0099939536417315	0.0	0.0	0.0	0.0	0.0	0.0001694534643303051	0.0	0.0	0.0	0.0	0.0002147340509403373	0.0
Cycle_39	0.00016719094353982725	3.1672643533459544e-06	0.0	0.003758143820817477	0.0004594877926238249	0.030573866554248038	0.0	0.0	0.0	1.011349884066657	0.0	0.0	0.0	0.0	0.0	0.0004533933765704935	0.0	0.0	0.0	0.0	0.00022240788271830228	0.0
Cycle_40	0.02367936195865475	2.2412360054684485e-06	0.0	0.005436538491213383	0.0	0.012409263718606386	0.0	0.0003819267980275796	0.0019869762584750986	1.0102140842471259	0.0	0.0	0.0	0.0	8.430634542761693e-05	0.0002045392293990433	0.0	0.0	0.0	0.0	0.00022070602037836497	0.0
Cycle_41	0.00017795428913320723	2.515140283431761e-06	0.0	0.0040069713713580465	0.0	0.011907766437182079	0.0	0.00034896103744027376	0.002277019963421121	1.0102416739403761	0.0	0.0	0.0	0.0	0.0	0.0002055932877447179	0.0	0.0	0.0	0.0	0.00022769148200175364	0.0
Cycle_42	0.0001676213540619041	2.92429862849933e-06	0.0	0.0037613932655873603	0.0	0.012584070440393991	0.0	0.0003935218287835668	0.002183147315683363	1.0099207640720296	0.0	0.0	0.0	0.0	0.0	0.00018399227488864834	0.0	0.0	0.0	0.0	0.0002240533680497973	0.0
Cycle_43	0.00017143502482031882	3.5550337159927542e-06	0.0	0.003702718278875613	0.0	0.01203193482447	0.0	0.0003835497466865213	0.002467319790861263	1.0099574329795022	0.0	0.0	0.0	0.0	0.0	0.0001847727867888683	0.0	0.0	0.0	0.0	0.00022509015960605328	0.0
Cycle_44	0.0001698313319301235	3.2240307521842946e-06	0.0	0.0036835266728904043	0.0	0.011764772920277783	0.0	0.00034935795315899087	0.0022523939959762738	1.0100110036139194	0.0	0.0	0.0	0.0	0.0	0.000190121117248612	0.0	0.0	0.0	0.0	0.00022682458124153576	0.0
Cycle_45	0.0001671112182261029	3.402071690399662e-06	0.0	0.003630917288795021	0.0	0.011799420027911138	0.0	0.00032537115459358454	0.0021398358949638666	1.0099282828892566	0.0	0.0	0.0	0.0	0.0	0.0001921612987521998	0.0	0.0	0.0	0.0	0.00022656167511987514	0.0
Cycle_46	0.00017078188865768913	2.953028058720966e-06	0.0	0.003601707368529247	0.0	0.011337262202398356	0.0	0.00028388112668730305	0.002246346100718267	1.0099480736383435	0.0	0.0	0.0	0.0	0.0	0.00019989568556224723	0.0	0.0	0.0	0.0	0.00023961912779208683	0.0
