Molecule	Hydrogen	Deuterium	Methane	Water	Acetylene	Carbon monoxide	Ethylene	Ethane	Oxygen	Argon	Cyclopropene	Allene	Propyne	Propene	Carbon dioxide	Propane	Ethanol	1,3-Butadiyne	1-Buten-3-yne	1,3-Butadiene	1-Butyne	2-Butyne
Cycle_1	0.00029765362710569175	2.4066596714874362e-06	0.0	0.0029697407871183525	0.0	0.013847386146143364	0.0	0.0003439054919297721	0.002526012820431012	1.0105388617569198	0.0	0.0	0.0	0.0	0.0	0.00018402739014519877	0.0	0.0	0.0	0.0	0.00017737853904707676	0.0
Cycle_2	0.0002792661310207498	2.0380275610088067e-06	0.0	0.0029678419284459604	0.0	0.012640424273572605	0.0	0.00023085738648741247	0.0023886179665394964	1.0105289561624031	0.0	0.0	0.0	0.0	0.0	0.00021375436931713135	0.0	0.0	0.0	0.0	0.00019141128739175585	0.0
Cycle_3	0.00027323555431416936	2.215942272834891e-06	0.0	0.002951272673602051	0.0	0.011635692437692456	0.0	0.00013034410314891173	0.0021775165931477644	1.010505941424443	0.0	0.0	0.0	0.0	0.0	0.00024366594540557238	0.0	0.0	0.0	0.0	0.00019590849395433616	0.0
Cycle_4	0.0002646703525691301	2.0779415451756817e-06	0.0	0.002954796476829202	0.0	0.011612736149814824	0.0	0.00010459896629216986	0.002171047496732612	1.0105463103329673	0.0	0.0	0.0	0.0	0.0	0.0002501503866203667	0.0	0.0	0.0	0.0	0.0002054002342064506	0.0
Cycle_5	0.00026600428575731687	2.012452558062626e-06	0.0	0.003011954666560279	0.0	0.012210375567269362	0.0	0.00019584191542870193	0.002412208547160695	1.010690014830637	0.0	0.0	0.0	0.0	0.0	0.00023010899925108184	0.0	0.0	0.0	0.0	0.00018992165779453375	0.0
Cycle_6	0.00027878632455107715	2.1784063843975296e-06	2.64617458150344e-05	0.0032289987915937075	0.0	0.017465259173823584	0.0	0.0	0.00016668996283649478	1.0118207943115685	0.0	0.0	0.0	0.0	0.0	0.00044590956200103135	0.0	3.4255248829762374e-05	0.0	0.0	0.00016709679070906502	0.0
Cycle_7	0.24737943537043855	3.1328973568108035e-06	0.000312629661816887	0.006663499854785971	0.008276012256813792	0.0351096065919758	0.003801046030236534	0.0	0.0	1.0107262476942633	0.0	0.0	0.0	0.0	0.0	0.00045461029335496026	0.0	2.754112364112924e-05	0.0	0.0	0.00033713056712063425	0.0
Cycle_8	0.2700197862685748	2.732712871729394e-06	0.00019692166831593395	0.0071120674173765506	0.006114282918496998	0.040123683784098106	0.005585946763003273	0.0	0.0	1.01094927228756	0.0	0.0	0.0	0.0	0.0	0.00042694542253165764	0.0	1.4884991811608657e-05	0.0	0.0	0.0003413742140071589	0.0
Cycle_9	0.27484755644358444	3.275860396010364e-06	0.00017360759350577325	0.007179054987914501	0.006193320922332493	0.03985211204254836	0.005807367576291244	0.0	0.0	1.0111371286469357	0.0	0.0	0.0	0.0	0.0	0.00044075314095267233	0.0	9.138731622344335e-06	0.0	0.0	0.0003384736833054459	0.0
Cycle_10	0.2785681996032575	3.4429141664842505e-06	0.00020511397340964468	0.0071747227884335595	0.005921946111931486	0.04061034832963559	0.006064050443402353	0.0	0.0	1.0112457426014112	0.0	0.0	0.0	0.0	0.0	0.0004394558001529661	0.0	1.0370303826118187e-05	0.0	0.0	0.00033707339382088087	0.0
Cycle_11	0.27380538132060855	3.7183116992969014e-06	0.0001989822317762968	0.00711754689693794	0.006674028384938685	0.03871419985794073	0.005925908858485654	0.0	0.0	1.0111584460793213	0.0	0.0	0.0	0.0	0.0	0.00044520720853176177	0.0	2.1099585018197537e-05	0.0	0.0	0.0003412118244828947	0.0
Cycle_12	0.2769883901843199	3.825065223513926e-06	0.0001917347665600231	0.0070976291583752125	0.006231565537325653	0.04016616711334879	0.006040990493797781	0.0	0.0	1.011172471630326	0.0	0.0	0.0	0.0	0.0	0.0004361375966362602	0.0	2.1283550311587355e-05	0.0	0.0	0.0003517153292796325	0.0
Cycle_13	0.276814249986644	4.4087716834959834e-06	0.00023820482173538202	0.007006385166362165	0.007110692625101675	0.037560096812868975	0.005767449946343874	0.0	0.0	1.0112832552672786	0.0	0.0	0.0	0.0	0.0	0.00045015759025996023	0.0	2.8180589647004117e-05	0.0	0.0	0.00034908503183503223	0.0
Cycle_14	0.27753929547891176	4.787702773734085e-06	0.0001983463499270556	0.006946147547041975	0.007044692271989457	0.03800217105532097	0.005785035363658614	0.0	0.0	1.0113235158557674	0.0	0.0	0.0	0.0	0.0	0.0004446323135764844	0.0	2.530647410683728e-05	0.0	0.0	0.00035489191702625276	0.0
Cycle_15	0.2782291348586098	4.730760585421458e-06	0.00021416577840827219	0.006836087505285448	0.0072825040513693476	0.03782141700811473	0.005700104107738264	0.0	0.0	1.0112858313540567	0.0	0.0	0.0	0.0	0.0	0.0004492696727859006	0.0	3.370962361912504e-05	0.0	0.0	0.0003592612774490293	0.0
Cycle_16	0.27865235587518006	4.6415445907025026e-06	0.0002356052840683509	0.006782210897418826	0.007331525743888698	0.03745486521214275	0.005762443896053946	0.0	0.0	1.011270284571936	0.0	0.0	0.0	0.0	0.0	0.0004587202739365582	0.0	3.067216155787481e-05	0.0	0.0	0.00036310827003245983	0.0
Cycle_17	0.2782204505478957	4.674452046249151e-06	0.0002573000266780825	0.006693708684699353	0.0070154299428081554	0.03836844468993686	0.005809116085054955	0.0	0.0	1.011289739046661	0.0	0.0	0.0	0.0	0.0	0.00045227910970503893	0.0	2.98538941400926e-05	0.0	0.0	0.00035920987342073584	0.0
